Peek Lid Scan 

Barcode Fluorometer 1: 10164802459125008321372; 
Barcode Fluorometer 2: 20163102452123308261375; 

SystemTime; Bank No;	Well No;	Color;	RFU;	Time;	CycleNo; 
2020-06-19   13:25:11 ;	0;	29;	0;	26120;0;	0; 
2020-06-19   13:25:11 ;	0;	17;	1;	2978;0;	0; 
2020-06-19   13:25:11 ;	0;	1;	2;	1046;0;	0; 
2020-06-19   13:25:11 ;	0;	59;	0;	25082;0;	0; 
2020-06-19   13:25:11 ;	0;	8;	3;	730;0;	0; 
2020-06-19   13:25:11 ;	0;	47;	1;	3183;0;	0; 
2020-06-19   13:25:11 ;	0;	14;	4;	1272;0;	0; 
2020-06-19   13:25:11 ;	0;	31;	2;	1073;0;	0; 
2020-06-19   13:25:11 ;	0;	38;	3;	838;0;	0; 
2020-06-19   13:25:11 ;	0;	44;	4;	1256;0;	0; 
2020-06-19   13:25:11 ;	0;	30;	0;	24500;0;	0; 
2020-06-19   13:25:11 ;	0;	60;	0;	25339;0;	0; 
2020-06-19   13:25:11 ;	0;	21;	1;	3400;0;	0; 
2020-06-19   13:25:11 ;	0;	51;	1;	3432;0;	0; 
2020-06-19   13:25:11 ;	0;	7;	2;	1046;0;	0; 
2020-06-19   13:25:11 ;	0;	37;	2;	1068;0;	0; 
2020-06-19   13:25:11 ;	0;	5;	3;	763;0;	0; 
2020-06-19   13:25:11 ;	0;	35;	3;	796;0;	0; 
2020-06-19   13:25:11 ;	0;	20;	4;	1213;0;	0; 
2020-06-19   13:25:11 ;	0;	50;	4;	1272;0;	0; 
2020-06-19   13:25:11 ;	0;	18;	0;	25315;0;	0; 
2020-06-19   13:25:11 ;	0;	48;	0;	26144;0;	0; 
2020-06-19   13:25:11 ;	0;	22;	1;	3365;0;	0; 
2020-06-19   13:25:11 ;	0;	52;	1;	3396;0;	0; 
2020-06-19   13:25:11 ;	0;	6;	2;	1126;0;	0; 
2020-06-19   13:25:11 ;	0;	36;	2;	1088;0;	0; 
2020-06-19   13:25:11 ;	0;	4;	3;	777;0;	0; 
2020-06-19   13:25:11 ;	0;	34;	3;	815;0;	0; 
2020-06-19   13:25:11 ;	0;	15;	4;	1297;0;	0; 
2020-06-19   13:25:11 ;	0;	45;	4;	1240;0;	0; 
2020-06-19   13:25:11 ;	0;	23;	0;	29272;0;	0; 
2020-06-19   13:25:11 ;	0;	53;	0;	29312;0;	0; 
2020-06-19   13:25:11 ;	0;	26;	1;	3506;0;	0; 
2020-06-19   13:25:12 ;	0;	56;	1;	3135;0;	0; 
2020-06-19   13:25:12 ;	0;	12;	2;	1217;0;	0; 
2020-06-19   13:25:12 ;	0;	42;	2;	1088;0;	0; 
2020-06-19   13:25:12 ;	0;	3;	3;	773;0;	0; 
2020-06-19   13:25:12 ;	0;	33;	3;	825;0;	0; 
2020-06-19   13:25:12 ;	0;	19;	4;	1170;0;	0; 
2020-06-19   13:25:12 ;	0;	49;	4;	1166;0;	0; 
2020-06-19   13:25:12 ;	0;	24;	0;	27856;0;	0; 
2020-06-19   13:25:12 ;	0;	54;	0;	29362;0;	0; 
2020-06-19   13:25:12 ;	0;	28;	1;	3464;0;	0; 
2020-06-19   13:25:12 ;	0;	58;	1;	3447;0;	0; 
2020-06-19   13:25:12 ;	0;	11;	2;	1098;0;	0; 
2020-06-19   13:25:12 ;	0;	41;	2;	960;0;	0; 
2020-06-19   13:25:12 ;	0;	2;	3;	773;0;	0; 
2020-06-19   13:25:12 ;	0;	32;	3;	812;0;	0; 
2020-06-19   13:25:12 ;	0;	10;	4;	1254;0;	0; 
2020-06-19   13:25:12 ;	0;	40;	4;	1219;0;	0; 
2020-06-19   13:25:12 ;	0;	25;	0;	24905;0;	0; 
2020-06-19   13:25:12 ;	0;	55;	0;	24850;0;	0; 
2020-06-19   13:25:12 ;	0;	27;	1;	3343;0;	0; 
2020-06-19   13:25:12 ;	0;	57;	1;	3357;0;	0; 
2020-06-19   13:25:12 ;	0;	16;	2;	1066;0;	0; 
2020-06-19   13:25:12 ;	0;	46;	2;	1102;0;	0; 
2020-06-19   13:25:12 ;	0;	13;	3;	739;0;	0; 
2020-06-19   13:25:12 ;	0;	43;	3;	823;0;	0; 
2020-06-19   13:25:12 ;	0;	9;	4;	1273;0;	0; 
2020-06-19   13:25:12 ;	0;	39;	4;	1300;0;	0; 
2020-06-19   13:25:12 ;	0;	14;	0;	30476;0;	0; 
2020-06-19   13:25:12 ;	0;	44;	0;	28915;0;	0; 
2020-06-19   13:25:12 ;	0;	29;	1;	3522;0;	0; 
2020-06-19   13:25:12 ;	0;	59;	1;	3422;0;	0; 
2020-06-19   13:25:12 ;	0;	17;	2;	956;0;	0; 
2020-06-19   13:25:12 ;	0;	47;	2;	1034;0;	0; 
2020-06-19   13:25:12 ;	0;	1;	3;	754;0;	0; 
2020-06-19   13:25:13 ;	0;	31;	3;	845;0;	0; 
2020-06-19   13:25:13 ;	0;	8;	4;	1209;0;	0; 
2020-06-19   13:25:13 ;	0;	38;	4;	1293;0;	0; 
2020-06-19   13:25:13 ;	0;	20;	0;	28413;0;	0; 
2020-06-19   13:25:13 ;	0;	50;	0;	27284;0;	0; 
2020-06-19   13:25:13 ;	0;	30;	1;	3342;0;	0; 
2020-06-19   13:25:13 ;	0;	60;	1;	3282;0;	0; 
2020-06-19   13:25:13 ;	0;	21;	2;	1081;0;	0; 
2020-06-19   13:25:13 ;	0;	51;	2;	1069;0;	0; 
2020-06-19   13:25:13 ;	0;	7;	3;	765;0;	0; 
2020-06-19   13:25:13 ;	0;	37;	3;	764;0;	0; 
2020-06-19   13:25:13 ;	0;	5;	4;	1233;0;	0; 
2020-06-19   13:25:13 ;	0;	35;	4;	1313;0;	0; 
2020-06-19   13:25:13 ;	0;	15;	0;	30018;0;	0; 
2020-06-19   13:25:13 ;	0;	45;	0;	27459;0;	0; 
2020-06-19   13:25:13 ;	0;	18;	1;	3286;0;	0; 
2020-06-19   13:25:13 ;	0;	48;	1;	3493;0;	0; 
2020-06-19   13:25:13 ;	0;	22;	2;	1091;0;	0; 
2020-06-19   13:25:13 ;	0;	52;	2;	1059;0;	0; 
2020-06-19   13:25:13 ;	0;	6;	3;	812;0;	0; 
2020-06-19   13:25:13 ;	0;	36;	3;	805;0;	0; 
2020-06-19   13:25:13 ;	0;	4;	4;	1262;0;	0; 
2020-06-19   13:25:13 ;	0;	34;	4;	1307;0;	0; 
2020-06-19   13:25:13 ;	0;	19;	0;	26517;0;	0; 
2020-06-19   13:25:13 ;	0;	49;	0;	26639;0;	0; 
2020-06-19   13:25:13 ;	0;	23;	1;	3564;0;	0; 
2020-06-19   13:25:13 ;	0;	53;	1;	3832;0;	0; 
2020-06-19   13:25:13 ;	0;	26;	2;	1105;0;	0; 
2020-06-19   13:25:13 ;	0;	56;	2;	971;0;	0; 
2020-06-19   13:25:13 ;	0;	12;	3;	839;0;	0; 
2020-06-19   13:25:13 ;	0;	42;	3;	821;0;	0; 
2020-06-19   13:25:13 ;	0;	3;	4;	1271;0;	0; 
2020-06-19   13:25:13 ;	0;	33;	4;	1308;0;	0; 
2020-06-19   13:25:13 ;	0;	10;	0;	29566;0;	0; 
2020-06-19   13:25:14 ;	0;	40;	0;	28085;0;	0; 
2020-06-19   13:25:14 ;	0;	24;	1;	3552;0;	0; 
2020-06-19   13:25:14 ;	0;	54;	1;	3723;0;	0; 
2020-06-19   13:25:14 ;	0;	28;	2;	1151;0;	0; 
2020-06-19   13:25:14 ;	0;	58;	2;	1055;0;	0; 
2020-06-19   13:25:14 ;	0;	11;	3;	791;0;	0; 
2020-06-19   13:25:14 ;	0;	41;	3;	786;0;	0; 
2020-06-19   13:25:14 ;	0;	2;	4;	1262;0;	0; 
2020-06-19   13:25:14 ;	0;	32;	4;	1327;0;	0; 
2020-06-19   13:25:14 ;	0;	9;	0;	31734;0;	0; 
2020-06-19   13:25:14 ;	0;	39;	0;	29375;0;	0; 
2020-06-19   13:25:14 ;	0;	25;	1;	3333;0;	0; 
2020-06-19   13:25:14 ;	0;	55;	1;	3385;0;	0; 
2020-06-19   13:25:14 ;	0;	27;	2;	1109;0;	0; 
2020-06-19   13:25:14 ;	0;	57;	2;	1026;0;	0; 
2020-06-19   13:25:14 ;	0;	16;	3;	784;0;	0; 
2020-06-19   13:25:14 ;	0;	46;	3;	837;0;	0; 
2020-06-19   13:25:14 ;	0;	13;	4;	1165;0;	0; 
2020-06-19   13:25:14 ;	0;	43;	4;	1294;0;	0; 
2020-06-19   13:25:14 ;	0;	8;	0;	29320;0;	0; 
2020-06-19   13:25:14 ;	0;	38;	0;	28865;0;	0; 
2020-06-19   13:25:14 ;	0;	14;	1;	3671;0;	0; 
2020-06-19   13:25:14 ;	0;	44;	1;	3593;0;	0; 
2020-06-19   13:25:14 ;	0;	29;	2;	1145;0;	0; 
2020-06-19   13:25:14 ;	0;	59;	2;	1000;0;	0; 
2020-06-19   13:25:14 ;	0;	17;	3;	744;0;	0; 
2020-06-19   13:25:14 ;	0;	47;	3;	827;0;	0; 
2020-06-19   13:25:14 ;	0;	1;	4;	1117;0;	0; 
2020-06-19   13:25:14 ;	0;	31;	4;	1206;0;	0; 
2020-06-19   13:25:14 ;	0;	5;	0;	29169;0;	0; 
2020-06-19   13:25:14 ;	0;	35;	0;	28845;0;	0; 
2020-06-19   13:25:14 ;	0;	20;	1;	3571;0;	0; 
2020-06-19   13:25:14 ;	0;	50;	1;	3631;0;	0; 
2020-06-19   13:25:15 ;	0;	30;	2;	1073;0;	0; 
2020-06-19   13:25:15 ;	0;	60;	2;	1025;0;	0; 
2020-06-19   13:25:15 ;	0;	21;	3;	814;0;	0; 
2020-06-19   13:25:15 ;	0;	51;	3;	807;0;	0; 
2020-06-19   13:25:15 ;	0;	7;	4;	1108;0;	0; 
2020-06-19   13:25:15 ;	0;	37;	4;	1170;0;	0; 
2020-06-19   13:25:15 ;	0;	4;	0;	30762;0;	0; 
2020-06-19   13:25:15 ;	0;	34;	0;	29662;0;	0; 
2020-06-19   13:25:15 ;	0;	15;	1;	3696;0;	0; 
2020-06-19   13:25:15 ;	0;	45;	1;	3543;0;	0; 
2020-06-19   13:25:15 ;	0;	18;	2;	1131;0;	0; 
2020-06-19   13:25:15 ;	0;	48;	2;	1118;0;	0; 
2020-06-19   13:25:15 ;	0;	22;	3;	795;0;	0; 
2020-06-19   13:25:15 ;	0;	52;	3;	805;0;	0; 
2020-06-19   13:25:15 ;	0;	6;	4;	1257;0;	0; 
2020-06-19   13:25:15 ;	0;	36;	4;	1258;0;	0; 
2020-06-19   13:25:15 ;	0;	3;	0;	30387;0;	0; 
2020-06-19   13:25:15 ;	0;	33;	0;	28066;0;	0; 
2020-06-19   13:25:15 ;	0;	19;	1;	3474;0;	0; 
2020-06-19   13:25:15 ;	0;	49;	1;	3428;0;	0; 
2020-06-19   13:25:15 ;	0;	23;	2;	1203;0;	0; 
2020-06-19   13:25:15 ;	0;	53;	2;	1258;0;	0; 
2020-06-19   13:25:15 ;	0;	26;	3;	815;0;	0; 
2020-06-19   13:25:15 ;	0;	56;	3;	818;0;	0; 
2020-06-19   13:25:15 ;	0;	12;	4;	1298;0;	0; 
2020-06-19   13:25:15 ;	0;	42;	4;	1213;0;	0; 
2020-06-19   13:25:15 ;	0;	2;	0;	31760;0;	0; 
2020-06-19   13:25:15 ;	0;	32;	0;	27999;0;	0; 
2020-06-19   13:25:15 ;	0;	10;	1;	3554;0;	0; 
2020-06-19   13:25:15 ;	0;	40;	1;	3524;0;	0; 
2020-06-19   13:25:15 ;	0;	24;	2;	1197;0;	0; 
2020-06-19   13:25:15 ;	0;	54;	2;	1270;0;	0; 
2020-06-19   13:25:15 ;	0;	28;	3;	796;0;	0; 
2020-06-19   13:25:15 ;	0;	58;	3;	813;0;	0; 
2020-06-19   13:25:16 ;	0;	11;	4;	1145;0;	0; 
2020-06-19   13:25:16 ;	0;	41;	4;	1127;0;	0; 
2020-06-19   13:25:16 ;	0;	13;	0;	27942;0;	0; 
2020-06-19   13:25:16 ;	0;	9;	1;	3590;0;	0; 
2020-06-19   13:25:16 ;	0;	25;	2;	1098;0;	0; 
2020-06-19   13:25:16 ;	0;	43;	0;	29743;0;	0; 
2020-06-19   13:25:16 ;	0;	27;	3;	749;0;	0; 
2020-06-19   13:25:16 ;	0;	39;	1;	3718;0;	0; 
2020-06-19   13:25:16 ;	0;	16;	4;	1142;0;	0; 
2020-06-19   13:25:16 ;	0;	55;	2;	1069;0;	0; 
2020-06-19   13:25:16 ;	0;	57;	3;	743;0;	0; 
2020-06-19   13:25:16 ;	0;	46;	4;	1292;0;	0; 
2020-06-19   13:25:16 ;	0;	1;	0;	24337;0;	0; 
2020-06-19   13:25:16 ;	0;	31;	0;	25061;0;	0; 
2020-06-19   13:25:16 ;	0;	8;	1;	3416;0;	0; 
2020-06-19   13:25:16 ;	0;	38;	1;	3695;0;	0; 
2020-06-19   13:25:16 ;	0;	14;	2;	1250;0;	0; 
2020-06-19   13:25:16 ;	0;	44;	2;	1285;0;	0; 
2020-06-19   13:25:16 ;	0;	29;	3;	776;0;	0; 
2020-06-19   13:25:16 ;	0;	59;	3;	792;0;	0; 
2020-06-19   13:25:16 ;	0;	17;	4;	1055;0;	0; 
2020-06-19   13:25:16 ;	0;	47;	4;	1162;0;	0; 
2020-06-19   13:25:16 ;	0;	7;	0;	23196;0;	0; 
2020-06-19   13:25:16 ;	0;	37;	0;	25008;0;	0; 
2020-06-19   13:25:16 ;	0;	5;	1;	3404;0;	0; 
2020-06-19   13:25:16 ;	0;	35;	1;	3637;0;	0; 
2020-06-19   13:25:16 ;	0;	20;	2;	1161;0;	0; 
2020-06-19   13:25:16 ;	0;	50;	2;	1227;0;	0; 
2020-06-19   13:25:16 ;	0;	30;	3;	773;0;	0; 
2020-06-19   13:25:16 ;	0;	60;	3;	769;0;	0; 
2020-06-19   13:25:16 ;	0;	21;	4;	1219;0;	0; 
2020-06-19   13:25:16 ;	0;	51;	4;	1170;0;	0; 
2020-06-19   13:25:17 ;	0;	6;	0;	29348;0;	0; 
2020-06-19   13:25:17 ;	0;	36;	0;	25750;0;	0; 
2020-06-19   13:25:17 ;	0;	4;	1;	3570;0;	0; 
2020-06-19   13:25:17 ;	0;	34;	1;	3717;0;	0; 
2020-06-19   13:25:17 ;	0;	15;	2;	1247;0;	0; 
2020-06-19   13:25:17 ;	0;	45;	2;	1238;0;	0; 
2020-06-19   13:25:17 ;	0;	18;	3;	747;0;	0; 
2020-06-19   13:25:17 ;	0;	48;	3;	802;0;	0; 
2020-06-19   13:25:17 ;	0;	22;	4;	1140;0;	0; 
2020-06-19   13:25:17 ;	0;	52;	4;	1182;0;	0; 
2020-06-19   13:25:17 ;	0;	12;	0;	30211;0;	0; 
2020-06-19   13:25:17 ;	0;	42;	0;	24682;0;	0; 
2020-06-19   13:25:17 ;	0;	3;	1;	3477;0;	0; 
2020-06-19   13:25:17 ;	0;	33;	1;	3606;0;	0; 
2020-06-19   13:25:17 ;	0;	19;	2;	1143;0;	0; 
2020-06-19   13:25:17 ;	0;	49;	2;	1201;0;	0; 
2020-06-19   13:25:17 ;	0;	23;	3;	798;0;	0; 
2020-06-19   13:25:17 ;	0;	53;	3;	826;0;	0; 
2020-06-19   13:25:17 ;	0;	26;	4;	1205;0;	0; 
2020-06-19   13:25:17 ;	0;	56;	4;	1128;0;	0; 
